Time (s),Joint Vel 1,Joint Vel 2,Joint Vel 3,Body Vel X,Body Vel Y,Body Vel Z
3.61,1.047,0,0,0,0.334,-0.014
3.62,1.047,0,0,0,0.334,-0.017
3.63,1.047,0,0,0,0.334,-0.02
3.64,1.047,0,0,0,0.333,-0.024
3.65,1.047,0,0,0,0.333,-0.027
3.66,1.047,0,0,0,0.333,-0.03
3.67,1.047,0,0,0,0.332,-0.034
3.68,1.047,0,0,0,0.332,-0.037
3.69,1.047,0,0,0,0.332,-0.04
3.7,1.047,0,0,0,0.331,-0.043
3.71,1.047,0,0,0,0.331,-0.047
3.72,1.047,0,0,0,0.33,-0.05
3.73,1.047,0,0,0,0.33,-0.053
3.74,1.047,0,0,0,0.329,-0.056
3.75,1.047,0,0,0,0.329,-0.06
3.76,1.047,0,0,0,0.328,-0.063
3.77,1.047,0,0,0,0.327,-0.066
3.78,1.047,0,0,0,0.327,-0.069
3.79,1.047,0,0,0,0.326,-0.072
3.8,1.047,0,0,0,0.325,-0.076
3.81,1.047,0,0,0,0.324,-0.079
3.82,1.047,0,0,0,0.323,-0.082
3.83,1.047,0,0,0,0.322,-0.085
3.84,1.047,0,0,0,0.322,-0.088
3.85,1.047,0,0,0,0.321,-0.092
3.86,1.047,0,0,0,0.32,-0.095
3.87,1.047,0,0,0,0.319,-0.098
3.88,1.047,0,0,0,0.318,-0.101
3.89,1.047,0,0,0,0.317,-0.104
3.9,1.047,0,0,0,0.315,-0.107
3.91,1.047,0,0,0,0.314,-0.11
3.92,1.047,0,0,0,0.313,-0.113
3.93,1.047,0,0,0,0.312,-0.116
3.94,1.047,0,0,0,0.311,-0.119
3.95,1.047,0,0,0,0.309,-0.122
3.96,1.047,0,0,0,0.308,-0.125
3.97,1.047,0,0,0,0.307,-0.128
3.98,1.047,0,0,0,0.305,-0.131
3.99,1.047,0,0,0,0.304,-0.134
4,1.047,0,0,0,0.303,-0.137
4.01,0.721,0,0,0,0.157,-0.074
4.02,0.065,0,0,0,-0.04,0.017
4.03,-0.617,0,0,0,-0.21,0.096
4.04,-0.94,0,0,0,-0.28,0.126
4.05,-1.02,0,0,0,-0.299,0.131
4.06,-1.04,0,0,0,-0.304,0.13
4.07,-1.045,0,0,0,-0.307,0.127
4.08,-1.047,0,0,0,-0.308,0.124
4.09,-1.047,0,0,0,-0.31,0.121
4.1,-1.047,0,0,0,-0.311,0.118
4.11,-1.047,0,0,0,-0.312,0.115
4.12,-1.047,0,0,0,-0.313,0.112
4.13,-1.047,0,0,0,-0.315,0.109
4.14,-1.047,0,0,0,-0.316,0.106
4.15,-1.047,0,0,0,-0.317,0.103
4.16,-1.047,0,0,0,-0.318,0.1
4.17,-1.047,0,0,0,-0.319,0.096
4.18,-1.047,0,0,0,-0.32,0.093
4.19,-1.047,0,0,0,-0.321,0.09
4.2,-1.047,0,0,0,-0.322,0.087
4.21,-1.047,0,0,0,-0.323,0.084
4.22,-1.047,0,0,0,-0.323,0.081
4.23,-1.047,0,0,0,-0.324,0.077
4.24,-1.047,0,0,0,-0.325,0.074
4.25,-1.047,0,0,0,-0.326,0.071
4.26,-1.047,0,0,0,-0.327,0.068
4.27,-1.047,0,0,0,-0.327,0.065
4.28,-1.047,0,0,0,-0.328,0.061
4.29,-1.047,0,0,0,-0.329,0.058
4.3,-1.047,0,0,0,-0.329,0.055
4.31,-1.047,0,0,0,-0.33,0.052
4.32,-1.047,0,0,0,-0.33,0.049
4.33,-1.047,0,0,0,-0.331,0.045
4.34,-1.047,0,0,0,-0.331,0.042
4.35,-1.047,0,0,0,-0.332,0.039
4.36,-1.047,0,0,0,-0.332,0.035
4.37,-1.047,0,0,0,-0.332,0.032
4.38,-1.047,0,0,0,-0.333,0.029
4.39,-1.047,0,0,0,-0.333,0.026
4.4,-1.047,0,0,0,-0.333,0.022
4.41,-1.047,0,0,0,-0.333,0.019
4.42,-1.047,0,0,0,-0.334,0.016
4.43,-1.047,0,0,0,-0.334,0.013
4.44,-1.047,0,0,0,-0.334,0.009
4.45,-1.047,0,0,0,-0.334,0.006
4.46,-1.047,0,0,0,-0.334,0.003
4.47,-1.047,0,0,0,-0.334,-0.001
4.48,-1.047,0,0,0,-0.334,-0.004
4.49,-1.014,0,0,0,-0.313,-0.007
4.5,-0.86,0,0,0,-0.26,-0.008
4.51,-0.298,0,0,0,-0.045,-0.003
4.52,0.436,0,0,0,0.189,0.006
