Time (s),Joint Vel 1,Joint Vel 2,Joint Vel 3,Body Vel X,Body Vel Y,Body Vel Z
5.560, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.580, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.600, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.620, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.640, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.660, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.680, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.700, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.720, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.740, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.760, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.780, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.800, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.820, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.840, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.860, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.880, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.900, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.920, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.940, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.960, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
5.980, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
6.000, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
6.020, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
6.040, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
6.060, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
6.080, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
6.100, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
6.120, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
6.140, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
6.160, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
6.180, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
6.200, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
6.220, 0.000, 0.000, 0.000, 0.000, 0.000, -0.000
6.240, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.260, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.280, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.300, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.320, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.340, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.360, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.380, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.400, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.420, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.440, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.460, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.480, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.500, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.520, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.540, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.560, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.580, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.600, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.620, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.640, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.660, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.680, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.700, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.720, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.740, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.760, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.780, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.800, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.820, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.840, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.860, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.880, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.900, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.920, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.940, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.960, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
6.980, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
7.000, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
7.020, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
7.040, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
7.060, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
7.080, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
7.100, 0.000, 0.000, 0.000, -0.000, -0.000, -0.000
7.120, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
7.140, 0.000, 0.000, 0.000, -0.000, 0.000, -0.000
7.160, 0.000, 0.000, 0.000, -0.000, -0.000, -0.000
